Timestamp (UTC),co,no2,o3,pm10,pm25,so2
2024-01-01T21:00:00Z,1201.57,36.93,16.91,110.75,55.67,15.91
2024-01-01T21:15:00Z,1734.85,50.55,14.99,83.96,66.46,19.92
2024-01-01T21:30:00Z,1666.82,15.57,16.68,80.62,59.01,0.0
2024-01-01T21:45:00Z,1336.28,73.94,2.1,73.36,70.11,6.71
2024-01-01T22:00:00Z,1070.58,44.74,17.53,70.84,82.0,0.0
2024-01-01T22:15:00Z,1450.15,54.12,5.77,100.36,74.72,17.75
2024-01-01T22:30:00Z,1534.41,28.8,9.54,79.15,46.2,8.44
2024-01-01T22:45:00Z,1508.16,22.69,29.85,143.74,29.26,15.14
2024-01-01T23:00:00Z,1382.85,45.85,8.37,118.03,27.33,8.53
2024-01-01T23:15:00Z,1386.11,28.24,17.4,30.0,62.49,14.9
2024-01-01T23:30:00Z,1445.65,12.64,9.52,132.61,20.0,0.0
2024-01-01T23:45:00Z,1261.92,43.93,13.03,121.22,54.68,0.46
2024-01-02T00:00:00Z,1258.26,14.0,7.09,127.83,29.52,6.29
2024-01-02T00:15:00Z,941.86,34.68,31.87,192.69,55.2,14.24
2024-01-02T00:30:00Z,1241.88,36.76,5.14,208.32,45.91,23.05
2024-01-02T00:45:00Z,1591.31,24.77,5.89,190.68,49.71,9.21
2024-01-02T01:00:00Z,1076.9,30.22,16.7,116.85,72.76,11.06
2024-01-02T01:15:00Z,1292.54,44.42,9.92,227.28,20.0,0.0
2024-01-02T01:30:00Z,1124.23,22.88,2.32,101.35,33.28,1.51
2024-01-02T01:45:00Z,1337.06,14.4,18.37,119.81,20.0,7.15
2024-01-02T02:00:00Z,1380.16,18.59,7.91,48.89,49.89,0.0
2024-01-02T02:15:00Z,1651.83,50.41,11.03,150.87,20.0,8.38
2024-01-02T02:30:00Z,764.39,31.16,17.72,131.87,86.74,25.25
2024-01-02T02:45:00Z,1511.54,13.46,10.73,92.21,88.18,0.0
2024-01-02T03:00:00Z,1260.62,21.43,19.71,77.06,36.18,0.76
2024-01-02T03:15:00Z,1271.4,11.02,8.88,57.85,42.86,15.4
2024-01-02T03:30:00Z,1219.94,45.84,15.18,88.15,20.0,22.78
2024-01-02T03:45:00Z,1148.59,55.51,9.54,74.13,32.71,16.24
2024-01-02T04:00:00Z,1078.71,17.26,0.0,156.91,96.08,0.0
2024-01-02T04:15:00Z,1597.03,19.85,31.73,124.12,62.12,2.62
2024-01-02T04:30:00Z,1022.31,62.21,19.97,122.62,56.18,21.09
2024-01-02T04:45:00Z,1266.76,6.49,18.89,63.16,69.53,3.59
2024-01-02T05:00:00Z,1105.72,16.98,5.44,180.28,20.0,0.0
2024-01-02T05:15:00Z,1562.97,50.07,13.77,98.84,75.84,17.23
2024-01-02T05:30:00Z,1149.61,56.71,8.6,105.27,72.74,3.32
2024-01-02T05:45:00Z,1558.01,30.29,27.47,164.97,68.68,31.98
2024-01-02T06:00:00Z,1441.9,54.23,36.78,162.99,27.23,0.0
2024-01-02T06:15:00Z,1193.74,25.91,0.0,56.11,92.07,12.58
2024-01-02T06:30:00Z,1353.93,10.08,5.7,144.89,25.46,13.17
2024-01-02T06:45:00Z,1443.54,19.81,15.89,53.67,33.02,14.58
2024-01-02T07:00:00Z,1085.72,29.96,8.68,43.74,66.79,3.05
2024-01-02T07:15:00Z,1467.29,9.85,30.7,139.61,76.56,25.05
2024-01-02T07:30:00Z,1107.91,15.54,11.41,80.0,89.14,16.84
2024-01-02T07:45:00Z,1542.1,32.8,8.2,51.45,20.0,13.49
2024-01-02T08:00:00Z,1231.3,43.39,10.55,118.53,74.78,0.98
2024-01-02T08:15:00Z,1204.64,28.75,10.38,153.22,61.11,10.34
2024-01-02T08:30:00Z,1319.03,25.74,0.0,84.83,77.98,4.12
2024-01-02T08:45:00Z,1318.23,10.71,6.91,174.57,83.2,4.73
2024-01-02T09:00:00Z,1351.24,9.63,18.5,218.47,68.7,4.93
2024-01-02T09:15:00Z,934.66,15.38,25.07,290.4,91.91,22.9
2024-01-02T09:30:00Z,1295.82,50.38,21.78,30.0,35.92,22.87
2024-01-02T09:45:00Z,1293.82,45.68,20.92,84.91,59.83,3.76
2024-01-02T10:00:00Z,1175.01,40.64,9.37,61.45,20.0,0.0
2024-01-02T10:15:00Z,1249.14,5.46,17.67,30.0,51.86,5.91
2024-01-02T10:30:00Z,1335.95,51.3,16.32,124.7,30.93,9.51
2024-01-02T10:45:00Z,1327.85,21.18,9.57,170.26,20.0,4.49
2024-01-02T11:00:00Z,1189.44,9.79,6.06,128.52,70.44,8.92
2024-01-02T11:15:00Z,1329.34,57.48,19.29,30.0,83.24,11.55
2024-01-02T11:30:00Z,1371.47,40.0,17.1,107.2,58.52,7.75
2024-01-02T11:45:00Z,1129.77,28.99,8.12,82.15,56.25,5.98
2024-01-02T12:00:00Z,1421.68,0.0,28.63,126.71,55.26,17.62
2024-01-02T12:15:00Z,1375.82,51.42,26.36,52.06,49.07,16.17
2024-01-02T12:30:00Z,872.18,26.05,31.78,34.93,36.39,4.7
2024-01-02T12:45:00Z,1392.61,14.41,18.7,55.46,69.92,19.35
2024-01-02T13:00:00Z,992.82,13.23,1.06,162.92,25.47,6.52
2024-01-02T13:15:00Z,1538.14,20.19,0.0,183.61,31.72,22.94
2024-01-02T13:30:00Z,1357.75,31.72,12.73,220.87,43.92,4.49
2024-01-02T13:45:00Z,1537.25,23.79,28.19,171.81,87.51,7.83
2024-01-02T14:00:00Z,1142.73,31.17,5.48,110.06,66.36,4.14
2024-01-02T14:15:00Z,1485.05,37.67,30.21,85.06,75.97,19.9
2024-01-02T14:30:00Z,1193.13,18.25,29.29,79.36,72.06,0.0
2024-01-02T14:45:00Z,1498.98,38.99,3.94,134.32,20.0,1.07
2024-01-02T15:00:00Z,1545.28,49.15,10.95,101.83,38.99,25.64
2024-01-02T15:15:00Z,1596.46,52.67,20.74,120.76,20.0,3.66
2024-01-02T15:30:00Z,1325.54,23.15,18.41,118.29,81.91,12.48
2024-01-02T15:45:00Z,1378.27,34.71,0.0,156.43,48.91,26.1
2024-01-02T16:00:00Z,1502.03,0.0,6.64,170.34,32.79,18.72
2024-01-02T16:15:00Z,1412.23,55.84,22.48,121.05,59.71,15.79
2024-01-02T16:30:00Z,1226.09,23.69,14.32,195.27,64.93,3.72
2024-01-02T16:45:00Z,1035.11,54.14,17.94,150.55,53.44,4.5
2024-01-02T17:00:00Z,941.67,23.17,22.82,78.05,75.05,12.72
2024-01-02T17:15:00Z,1574.18,24.47,6.49,177.12,29.15,3.84
2024-01-02T17:30:00Z,1231.31,30.03,5.47,43.55,30.01,11.59
2024-01-02T17:45:00Z,1601.66,9.43,14.86,147.36,23.66,0.77
2024-01-02T18:00:00Z,1292.96,19.41,27.83,131.68,54.08,10.35
2024-01-02T18:15:00Z,1272.19,31.12,18.62,62.32,92.51,17.02
2024-01-02T18:30:00Z,1255.03,25.57,11.18,81.65,35.19,11.11
2024-01-02T18:45:00Z,1190.76,0.84,26.39,166.52,32.26,0.0
2024-01-02T19:00:00Z,1533.42,15.5,5.22,96.6,45.16,4.36
2024-01-02T19:15:00Z,1107.92,0.18,19.11,136.74,44.33,2.82
2024-01-02T19:30:00Z,1028.37,16.59,15.35,59.74,63.24,16.27
2024-01-02T19:45:00Z,1014.16,25.54,18.19,108.27,60.71,4.86
2024-01-02T20:00:00Z,756.66,8.05,7.03,30.9,62.57,0.0
2024-01-02T20:15:00Z,1850.32,23.29,17.02,147.14,49.1,10.22
2024-01-02T20:30:00Z,1119.56,37.34,9.22,133.17,20.0,0.0
2024-01-02T20:45:00Z,1510.98,29.56,18.01,99.98,38.83,10.49
2024-01-02T21:00:00Z,996.16,13.24,26.74,49.08,59.24,4.9
2024-01-02T21:15:00Z,1512.69,41.78,12.83,126.64,34.66,6.37
2024-01-02T21:30:00Z,1443.73,8.4,20.61,195.99,90.44,21.81
2024-01-02T21:45:00Z,1261.26,19.1,15.52,83.03,26.8,20.17
2024-01-02T22:00:00Z,1393.8,7.25,21.78,141.59,59.62,5.95
2024-01-02T22:15:00Z,1459.79,18.44,16.83,105.88,43.29,19.14
2024-01-02T22:30:00Z,1021.7,8.71,5.8,81.43,45.98,3.63
2024-01-02T22:45:00Z,1449.92,21.82,19.07,85.6,60.63,15.1
2024-01-02T23:00:00Z,1378.02,38.56,28.58,45.29,74.0,20.1
2024-01-02T23:15:00Z,1382.19,35.43,31.97,171.44,25.33,2.9
2024-01-02T23:30:00Z,1537.24,13.36,7.73,148.21,44.91,7.3
2024-01-02T23:45:00Z,1540.0,25.3,18.04,30.0,28.52,0.0
2024-01-03T00:00:00Z,1144.12,17.43,25.33,35.36,20.0,25.03
2024-01-03T00:15:00Z,1323.91,26.89,11.74,64.02,39.01,18.4
2024-01-03T00:30:00Z,1203.86,19.98,17.95,73.31,43.84,1.03
2024-01-03T00:45:00Z,1154.31,26.79,25.55,64.45,61.21,2.22
2024-01-03T01:00:00Z,1594.36,37.11,19.36,30.0,20.0,21.07
2024-01-03T01:15:00Z,1305.6,12.58,12.03,103.06,117.81,25.29
2024-01-03T01:30:00Z,1331.43,31.29,4.13,65.47,54.07,8.1
2024-01-03T01:45:00Z,1731.56,32.09,16.21,168.54,65.05,9.4
2024-01-03T02:00:00Z,1457.32,42.21,23.78,131.86,67.34,11.86
2024-01-03T02:15:00Z,1397.68,26.78,21.71,106.66,76.96,7.22
2024-01-03T02:30:00Z,1238.01,13.65,15.39,70.56,27.07,10.26
2024-01-03T02:45:00Z,1260.47,48.44,12.52,36.33,58.79,10.6
2024-01-03T03:00:00Z,1374.75,28.77,14.33,81.91,62.54,3.34
2024-01-03T03:15:00Z,1238.76,42.47,16.87,191.45,70.94,19.09
2024-01-03T03:30:00Z,1379.11,31.19,12.43,87.96,86.01,0.0
2024-01-03T03:45:00Z,1356.7,12.28,9.97,168.49,20.0,19.89
2024-01-03T04:00:00Z,1452.16,27.01,27.66,31.45,48.69,4.87
2024-01-03T04:15:00Z,1403.38,29.39,20.86,123.61,39.56,0.0
2024-01-03T04:30:00Z,1334.79,41.69,31.62,136.41,28.14,0.0
2024-01-03T04:45:00Z,1062.56,40.42,5.03,150.42,56.76,0.0
2024-01-03T05:00:00Z,876.65,27.99,1.75,158.39,43.41,0.0
2024-01-03T05:15:00Z,1528.25,13.68,24.77,183.94,64.83,11.39
2024-01-03T05:30:00Z,1203.62,30.84,9.99,178.02,49.58,16.66
2024-01-03T05:45:00Z,1278.21,60.5,20.22,60.69,21.16,4.18
2024-01-03T06:00:00Z,1260.62,12.06,19.33,158.17,92.3,9.77
2024-01-03T06:15:00Z,1010.98,42.68,23.24,163.83,45.88,16.63
2024-01-03T06:30:00Z,1187.64,38.18,10.24,166.87,20.0,11.4
2024-01-03T06:45:00Z,1134.26,6.07,0.0,146.56,20.0,6.92
2024-01-03T07:00:00Z,1079.02,36.41,38.46,62.2,78.44,4.33
2024-01-03T07:15:00Z,1338.49,57.98,3.17,148.24,43.06,0.06
2024-01-03T07:30:00Z,1274.53,38.07,19.93,55.36,67.36,10.39
2024-01-03T07:45:00Z,1311.53,38.57,25.58,115.89,68.4,10.36
2024-01-03T08:00:00Z,1537.2,31.55,20.38,127.17,30.67,10.84
2024-01-03T08:15:00Z,1486.63,49.2,17.72,98.81,78.41,4.46
2024-01-03T08:30:00Z,1376.0,13.5,21.1,171.35,48.92,1.35
2024-01-03T08:45:00Z,1574.56,32.13,32.04,95.83,45.41,14.4
2024-01-03T09:00:00Z,1584.67,27.44,11.87,63.75,87.98,19.3
2024-01-03T09:15:00Z,1156.53,32.29,32.64,176.89,45.34,31.3
2024-01-03T09:30:00Z,1303.69,1.27,28.6,157.56,43.91,13.5
2024-01-03T09:45:00Z,1029.46,30.46,0.0,129.37,46.41,10.54
2024-01-03T10:00:00Z,1331.24,36.73,21.78,135.58,82.69,8.32
2024-01-03T10:15:00Z,1394.67,54.42,3.31,133.78,48.51,5.94
2024-01-03T10:30:00Z,1037.44,40.93,26.02,154.89,20.0,12.14
2024-01-03T10:45:00Z,1226.11,28.21,20.28,199.42,35.97,24.99
2024-01-03T11:00:00Z,1334.86,8.36,36.18,42.76,20.0,11.77
2024-01-03T11:15:00Z,1069.08,25.74,14.27,92.86,69.43,14.6
2024-01-03T11:30:00Z,1337.53,42.95,37.91,97.89,49.57,1.13
2024-01-03T11:45:00Z,1358.8,18.69,9.75,108.06,54.58,1.67
2024-01-03T12:00:00Z,1355.9,12.37,10.56,146.02,89.14,12.99
2024-01-03T12:15:00Z,1002.53,30.41,10.45,141.73,34.21,0.26
2024-01-03T12:30:00Z,1505.85,10.95,8.06,74.29,20.0,18.18
2024-01-03T12:45:00Z,1516.56,12.21,6.91,91.93,66.91,19.83
2024-01-03T13:00:00Z,1329.45,33.61,31.55,49.74,42.21,6.83
2024-01-03T13:15:00Z,1106.66,53.72,3.79,75.09,86.64,15.07
2024-01-03T13:30:00Z,1527.86,13.92,12.46,157.35,20.0,0.0
2024-01-03T13:45:00Z,1276.15,42.89,5.93,69.09,23.67,3.76
2024-01-03T14:00:00Z,1639.01,27.92,18.49,280.71,30.45,0.0
2024-01-03T14:15:00Z,1405.43,32.09,21.67,149.3,50.07,4.94
2024-01-03T14:30:00Z,1414.68,37.54,1.29,114.99,43.64,9.52
2024-01-03T14:45:00Z,1314.13,19.01,9.69,30.0,46.76,19.39
2024-01-03T15:00:00Z,1259.46,4.34,5.76,108.8,36.23,11.71
2024-01-03T15:15:00Z,1196.44,45.88,10.83,65.87,78.1,0.0
2024-01-03T15:30:00Z,1156.86,27.49,28.28,138.39,59.71,13.86
2024-01-03T15:45:00Z,1198.52,44.83,19.02,126.17,49.41,16.23
2024-01-03T16:00:00Z,1207.39,12.46,0.0,139.18,29.71,4.6
2024-01-03T16:15:00Z,1414.97,43.78,17.29,100.75,54.6,7.82
2024-01-03T16:30:00Z,1305.91,35.7,19.79,127.25,74.16,12.27
2024-01-03T16:45:00Z,1229.46,30.84,14.07,138.32,88.66,6.27
2024-01-03T17:00:00Z,1660.78,16.91,19.87,99.32,68.2,7.3
2024-01-03T17:15:00Z,1295.75,2.4,11.62,30.0,60.38,8.46
2024-01-03T17:30:00Z,1125.61,9.97,40.58,131.25,61.38,5.85
2024-01-03T17:45:00Z,1496.73,20.77,9.29,102.12,23.36,12.71
2024-01-03T18:00:00Z,1525.71,9.61,12.08,123.16,20.0,15.71
2024-01-03T18:15:00Z,1267.33,22.1,13.32,111.14,23.1,11.08
2024-01-03T18:30:00Z,1620.69,22.85,12.85,96.46,79.39,9.58
2024-01-03T18:45:00Z,1065.58,24.74,10.94,160.76,20.0,17.16
2024-01-03T19:00:00Z,987.71,37.56,24.15,36.0,71.84,20.7
2024-01-03T19:15:00Z,1406.78,31.58,18.22,108.69,68.64,0.0
2024-01-03T19:30:00Z,1383.69,4.56,24.02,95.74,44.98,2.65
2024-01-03T19:45:00Z,1378.6,46.9,15.96,124.99,38.93,9.58
2024-01-03T20:00:00Z,970.7,35.11,22.48,79.42,65.52,12.24
2024-01-03T20:15:00Z,1425.25,49.28,19.72,77.1,20.0,37.95
2024-01-03T20:30:00Z,1842.04,30.95,25.93,74.61,46.18,10.76
2024-01-03T20:45:00Z,1330.12,24.61,22.18,51.42,94.22,3.77
2024-01-03T21:00:00Z,1456.13,29.82,24.55,42.69,35.55,15.61
2024-01-03T21:15:00Z,1497.35,37.79,16.47,117.84,20.0,0.0
2024-01-03T21:30:00Z,1279.16,36.64,27.09,51.78,20.0,9.32
2024-01-03T21:45:00Z,1546.4,0.0,5.16,30.0,69.56,27.32
2024-01-03T22:00:00Z,1183.98,49.63,31.16,139.28,53.11,4.35
2024-01-03T22:15:00Z,1498.01,29.61,0.92,110.09,54.58,12.78
2024-01-03T22:30:00Z,1263.25,12.18,7.75,203.29,74.56,9.21
2024-01-03T22:45:00Z,1492.54,8.64,0.47,170.77,81.03,19.01
2024-01-03T23:00:00Z,1711.75,27.71,13.04,37.91,33.39,0.0
2024-01-03T23:15:00Z,977.3,35.64,15.65,120.51,108.32,14.63
2024-01-03T23:30:00Z,1829.35,25.59,26.03,203.85,44.85,10.95
2024-01-03T23:45:00Z,1292.0,36.77,29.35,115.32,40.81,6.94
2024-01-04T00:00:00Z,1321.6,29.22,30.43,147.06,35.35,4.29
2024-01-04T00:15:00Z,792.8,26.79,22.09,151.23,72.92,13.2
2024-01-04T00:30:00Z,1438.77,41.61,27.14,110.12,112.03,10.39
2024-01-04T00:45:00Z,1305.89,63.48,12.91,124.05,20.0,17.73
2024-01-04T01:00:00Z,1176.29,18.91,21.78,30.0,107.5,20.17
2024-01-04T01:15:00Z,1468.7,25.66,23.06,135.35,61.88,11.43
2024-01-04T01:30:00Z,1248.38,15.49,14.98,145.64,72.4,0.0
2024-01-04T01:45:00Z,925.73,18.33,19.29,37.66,73.77,0.0
2024-01-04T02:00:00Z,960.24,21.25,0.0,118.55,77.45,1.46
2024-01-04T02:15:00Z,1492.45,8.77,15.66,104.55,20.0,2.07
2024-01-04T02:30:00Z,1012.6,42.91,19.22,99.27,56.45,7.27
2024-01-04T02:45:00Z,1131.27,30.58,15.89,118.72,109.08,3.36
2024-01-04T03:00:00Z,1560.48,31.22,3.0,212.55,91.83,0.0
2024-01-04T03:15:00Z,1319.66,27.43,32.81,111.39,69.94,12.34
2024-01-04T03:30:00Z,1265.25,24.98,15.15,128.27,22.62,6.04
2024-01-04T03:45:00Z,1141.41,39.95,18.9,260.51,53.0,19.72
2024-01-04T04:00:00Z,1392.93,25.01,36.7,35.73,49.97,7.73
2024-01-04T04:15:00Z,1199.01,19.89,0.67,170.32,77.78,3.95
2024-01-04T04:30:00Z,1367.15,23.42,1.22,154.38,129.71,8.71
2024-01-04T04:45:00Z,1155.01,36.17,18.55,47.83,20.0,2.18
2024-01-04T05:00:00Z,678.21,28.77,9.06,109.37,30.26,24.19
2024-01-04T05:15:00Z,1380.91,24.33,20.59,140.95,87.85,12.53
2024-01-04T05:30:00Z,1445.56,18.41,11.32,198.02,56.19,21.78
2024-01-04T05:45:00Z,1137.53,21.94,36.85,135.52,20.0,10.48
2024-01-04T06:00:00Z,1282.74,41.34,18.63,213.39,72.64,8.35
2024-01-04T06:15:00Z,1338.99,23.42,0.0,52.76,87.57,1.71
2024-01-04T06:30:00Z,826.37,22.02,35.48,184.66,83.84,0.0
2024-01-04T06:45:00Z,1175.46,8.64,17.15,108.27,54.2,11.57
2024-01-04T07:00:00Z,1206.53,11.31,25.22,177.33,37.91,11.32
2024-01-04T07:15:00Z,1361.74,29.02,17.96,81.39,95.78,22.57
2024-01-04T07:30:00Z,1654.72,49.87,28.13,84.97,75.67,16.11
2024-01-04T07:45:00Z,1065.43,19.23,30.32,90.52,68.53,6.66
2024-01-04T08:00:00Z,861.98,10.32,9.32,76.53,45.46,19.17
2024-01-04T08:15:00Z,1123.67,58.06,13.26,141.96,71.31,2.87
2024-01-04T08:30:00Z,1231.42,61.76,5.53,136.63,20.0,9.26
2024-01-04T08:45:00Z,1506.77,40.9,13.48,135.73,82.37,0.0
2024-01-04T09:00:00Z,1344.13,45.19,14.4,181.5,64.68,12.32
2024-01-04T09:15:00Z,1343.59,23.56,19.78,70.81,30.3,15.85
2024-01-04T09:30:00Z,1576.94,17.01,15.56,48.5,61.39,12.36
2024-01-04T09:45:00Z,1163.51,26.47,21.52,98.69,45.85,28.99
2024-01-04T10:00:00Z,1147.25,47.87,0.52,225.68,20.0,12.77
2024-01-04T10:15:00Z,1150.11,31.8,26.53,137.8,41.42,0.85
2024-01-04T10:30:00Z,1174.88,50.22,6.88,126.64,42.82,0.0
2024-01-04T10:45:00Z,1281.43,13.44,26.67,116.14,90.97,9.38
2024-01-04T11:00:00Z,1325.35,48.86,23.4,192.43,20.0,12.42
2024-01-04T11:15:00Z,1290.97,46.47,4.99,53.3,29.69,21.95
2024-01-04T11:30:00Z,1420.04,15.66,24.86,31.11,30.73,0.0
2024-01-04T11:45:00Z,1330.88,27.59,10.72,80.6,63.65,9.13
2024-01-04T12:00:00Z,1499.98,35.07,25.22,188.1,44.37,21.39
2024-01-04T12:15:00Z,1379.89,32.86,32.11,105.21,82.59,0.0
2024-01-04T12:30:00Z,1423.36,48.11,6.88,130.38,61.74,21.41
2024-01-04T12:45:00Z,984.73,6.62,3.84,81.58,20.03,0.0
2024-01-04T13:00:00Z,1362.24,30.76,7.83,118.86,68.34,18.69
2024-01-04T13:15:00Z,1391.07,23.62,25.29,118.19,70.84,12.54
2024-01-04T13:30:00Z,1421.88,29.94,0.0,85.27,47.49,7.03
2024-01-04T13:45:00Z,1313.77,72.12,5.49,125.08,43.51,20.85
2024-01-04T14:00:00Z,1269.21,15.19,23.44,103.56,67.14,0.0
2024-01-04T14:15:00Z,1184.91,45.63,32.11,110.9,48.69,6.23
2024-01-04T14:30:00Z,1493.06,31.37,12.98,209.32,102.19,0.0
2024-01-04T14:45:00Z,1627.34,12.77,14.87,97.67,33.14,2.53
2024-01-04T15:00:00Z,1349.45,39.74,20.06,114.14,20.0,10.79
2024-01-04T15:15:00Z,1317.74,31.39,16.74,143.04,57.47,9.12
2024-01-04T15:30:00Z,939.3,25.26,28.22,123.36,73.0,13.63
2024-01-04T15:45:00Z,1752.53,11.35,17.72,48.03,48.25,17.77
2024-01-04T16:00:00Z,867.44,42.27,1.68,138.44,20.0,13.41
2024-01-04T16:15:00Z,1359.87,22.63,2.9,73.84,22.23,3.3
2024-01-04T16:30:00Z,1490.04,22.89,20.55,94.56,80.19,15.85
2024-01-04T16:45:00Z,1365.99,19.17,20.61,101.58,54.23,2.4
2024-01-04T17:00:00Z,1377.94,34.98,30.19,179.12,20.0,6.09
2024-01-04T17:15:00Z,1370.29,2.91,12.83,30.0,44.2,24.4
2024-01-04T17:30:00Z,1612.8,49.31,13.6,92.26,80.51,15.88
2024-01-04T17:45:00Z,1659.59,29.08,21.37,127.63,49.52,2.03
2024-01-04T18:00:00Z,1198.47,37.94,8.78,91.8,63.77,24.8
2024-01-04T18:15:00Z,1093.88,0.0,11.53,30.0,49.23,12.71
2024-01-04T18:30:00Z,1384.65,52.02,5.88,101.16,85.83,6.92
2024-01-04T18:45:00Z,1223.33,45.5,12.21,62.23,66.7,12.09
2024-01-04T19:00:00Z,1233.46,28.19,0.0,80.58,59.67,13.72
2024-01-04T19:15:00Z,1557.54,51.64,14.42,43.22,20.1,5.54
2024-01-04T19:30:00Z,1673.06,26.84,23.73,30.0,20.0,2.78
2024-01-04T19:45:00Z,1358.4,20.46,21.15,124.51,45.89,12.79
2024-01-04T20:00:00Z,1406.41,16.37,20.93,95.08,22.44,9.17
2024-01-04T20:15:00Z,1432.43,5.12,13.79,80.62,63.04,6.95
2024-01-04T20:30:00Z,1010.6,21.96,10.6,110.7,20.0,0.0
2024-01-04T20:45:00Z,1034.82,44.83,26.06,77.86,55.51,8.66
2024-01-04T21:00:00Z,1130.44,61.65,6.48,181.45,36.97,12.99
2024-01-04T21:15:00Z,1462.36,39.78,17.03,92.47,22.86,0.0
2024-01-04T21:30:00Z,1136.22,36.03,11.88,122.16,20.0,17.36
2024-01-04T21:45:00Z,1216.43,18.19,10.39,106.48,43.05,11.97
2024-01-04T22:00:00Z,1456.89,17.67,15.0,201.07,33.67,1.93
2024-01-04T22:15:00Z,1308.67,17.72,15.27,163.47,59.9,9.92
2024-01-04T22:30:00Z,1479.98,48.94,24.79,171.49,71.33,32.15
2024-01-04T22:45:00Z,1702.23,41.99,7.98,130.86,32.59,16.89
2024-01-04T23:00:00Z,1571.83,38.45,7.1,97.76,52.68,11.93
